,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
1,4,3,3,1996,11.0,103566,51.0,94.4,8354235.0,3905411.0,4448985.0,263.51,2.38
4,4,3,3,1980,18.0,119890,67.0,120.1,14829099.0,6066245.0,8763105.0,507.7,4.02
6,4,3,3,1926,11.0,83008,25.0,76.9,6252842.0,2679698.0,3573255.0,208.46,2.37
8,4,3,3,1904,15.0,163984,46.0,77.0,12633744.0,7355649.0,5278400.0,331.61,1.83
22,6,4,11,1961,2.0,56228,96.0,25.1,1454222.0,911659.0,542600.0,35.17,0.56
23,4,3,9,2001,6.0,88592,85.0,66.9,3880806.0,2254751.0,1626149.0,102.08,1.04
27,4,3,3,2001,10.0,171866,20.0,85.5,11026945.0,5763595.0,5263590.0,319.73,1.72
28,6,4,1,1955,1.0,126351,57.0,49.7,6283226.0,1933106.0,4350200.0,244.51,1.87
29,4,3,3,1978,5.0,68410,60.0,90.5,4341706.0,2276244.0,2065556.0,125.57,1.69
30,6,4,8,1949,2.0,160645,80.0,38.9,6387710.0,1709681.0,4678100.0,260.37,1.58
31,6,4,7,1989,2.0,51582,94.0,26.7,1472548.0,1472609.0,0.0,10.27,0.08
33,4,3,9,1994,4.0,81871,20.0,90.6,7419765.0,3266270.0,4153630.0,243.37,2.8
34,4,15,9,1955,2.0,126394,77.0,11.7,306721.0,272732.0,34000.0,3.71,0.02
36,6,4,7,1990,2.0,54986,91.0,30.1,1655612.0,1281965.0,373700.0,28.78,0.42
37,6,4,9,1950,2.0,175565,88.0,34.1,6227419.0,1561983.0,4665500.0,258.67,1.44
38,4,17,0,1961,2.0,94900,57.0,63.7,6043853.0,4289697.0,1754334.0,123.08,1.1
39,4,17,5,1900,2.0,52554,93.0,36.3,2137686.0,1226016.0,911721.0,56.97,0.98
40,4,4,10,1954,3.0,175015,95.0,40.5,7080118.0,2694187.0,4386042.0,251.72,1.37
42,4,3,3,1969,24.0,332210,68.0,44.9,15660628.0,12308680.0,3352459.0,263.85,0.63
43,4,5,3,1973,5.0,168115,79.0,54.3,9213841.0,9214222.0,0.0,64.23,0.15
48,4,3,3,1930,20.0,98634,46.0,69.7,6175812.0,5422999.0,753040.0,77.8,0.55
50,4,3,3,1985,7.0,71150,99.0,87.8,5040382.0,3053131.0,1987378.0,126.83,1.6
51,4,3,3,1908,7.0,122810,99.0,41.4,5086863.0,1305729.0,3781188.0,209.92,1.66
53,4,3,6,2000,7.0,150453,83.0,60.8,6722886.0,3586563.0,3136472.0,191.58,1.17
54,4,3,6,1997,6.0,116300,84.0,68.0,6014078.0,3238067.0,2776145.0,170.01,1.34
55,4,3,7,1998,6.0,155602,81.0,44.4,6915293.0,4566435.0,2349046.0,156.59,0.88
56,4,4,4,1911,3.0,56072,77.0,55.4,3106930.0,550355.0,2556597.0,139.62,2.45
57,4,3,7,1999,4.0,122942,94.0,67.6,5276777.0,2400660.0,2876216.0,169.49,1.29
58,4,17,1,1962,2.0,54984,65.0,63.7,3504957.0,2181293.0,1323754.0,85.51,1.38
60,4,16,10,1970,2.0,93397,1.0,175.3,16371764.0,5797976.0,10574028.0,602.0,6.18
61,4,3,6,2008,6.0,84103,68.0,62.8,3979132.0,2975816.0,1003439.0,74.04,0.73
63,4,7,4,1965,3.0,179014,48.0,105.4,18868768.0,9501003.0,9368159.0,563.78,2.92
64,4,3,4,1908,7.0,76631,24.0,94.4,7231928.0,2784090.0,4447953.0,255.64,3.18
66,4,14,6,1929,2.0,58320,95.0,14.9,1074180.0,376328.0,697867.0,39.69,0.65
67,4,5,6,2010,5.0,316306,96.0,46.3,13300859.0,12471183.0,830194.0,131.03,0.24
68,4,3,6,1990,7.0,282863,40.0,79.9,18829136.0,10638785.0,8190794.0,509.18,1.64
78,4,17,7,1970,4.0,76213,72.0,64.8,3303553.0,2809470.0,494199.0,45.83,0.44
79,4,3,7,2002,6.0,117738,52.0,84.4,5061274.0,2820414.0,2240976.0,138.68,1.07
80,4,3,9,1962,4.0,50017,51.0,111.4,5570472.0,2156751.0,3413811.0,196.34,3.74
81,6,4,2,1999,3.0,74468,85.0,24.9,1857329.0,1591795.0,265600.0,25.2,0.25
82,4,4,4,1923,3.0,67743,43.0,34.0,2303288.0,1265357.0,1037984.0,63.95,0.86
83,4,4,4,1908,6.0,194104,100.0,30.3,5889882.0,1795343.0,4094613.0,229.98,1.15
84,4,17,11,2003,3.0,99433,71.0,69.7,4439034.0,4439217.0,0.0,30.95,0.12
85,6,4,11,1991,2.0,58933,71.0,35.4,2150120.0,2150209.0,0.0,14.99,0.1
86,6,4,5,1957,1.0,130862,65.0,44.7,5851209.0,2151598.0,3699700.0,211.49,1.55
87,6,4,11,1989,3.0,59955,94.0,25.4,1521329.0,1424088.0,97300.0,15.1,0.15
88,6,4,7,1964,2.0,93218,84.0,33.0,3072599.0,1426258.0,1646400.0,97.38,0.98
91,4,3,10,2001,4.0,51390,86.0,75.2,3864699.0,1438855.0,2425903.0,138.87,2.58
92,6,4,10,1963,2.0,131013,88.0,29.9,3939221.0,1770594.0,2168700.0,127.52,0.92
93,6,4,10,1959,1.0,245587,95.0,42.5,10444297.0,3849657.0,6594800.0,377.09,1.47
94,4,3,10,2002,3.0,69138,75.0,46.7,3298570.0,1880991.0,1417657.0,88.4,1.16
95,6,4,6,1991,3.0,66588,75.0,30.5,2033074.0,2033159.0,0.0,14.17,0.08
96,4,3,3,1904,5.0,190980,97.0,36.3,6935723.0,4727785.0,2208135.0,150.23,0.68
99,6,4,0,1991,2.0,55513,91.0,28.1,1612965.0,1613032.0,0.0,11.24,0.08
102,4,3,7,1996,4.0,162222,75.0,68.2,7753080.0,4415922.0,3337341.0,208.03,1.17
103,6,4,11,1990,4.0,289588,92.0,30.2,8747819.0,6126773.0,2621300.0,181.93,0.54
108,6,4,1,2008,3.0,254523,62.0,53.5,13609040.0,7719861.0,5889500.0,366.61,1.31
109,6,4,11,2001,3.0,78804,92.0,31.1,2447651.0,1659120.0,788600.0,53.45,0.59
110,6,4,1,2002,3.0,66994,83.0,33.8,2266570.0,1757543.0,509100.0,39.29,0.47
111,6,4,5,2000,3.0,98357,90.0,33.2,3265995.0,1970276.0,1295800.0,82.55,0.75
115,4,13,7,2001,4.0,139600,88.0,32.6,4418055.0,2419334.0,1998821.0,123.02,0.81
116,6,4,8,2011,2.0,236758,96.0,34.0,8050977.0,4868567.0,3182614.0,202.97,0.77
118,6,4,10,2002,3.0,62526,97.0,29.5,1841968.0,1056512.0,785500.0,49.08,0.71
119,4,17,5,2007,3.0,64015,19.0,62.0,3349666.0,2701378.0,648399.0,53.27,0.65
122,4,14,8,1965,4.0,124342,75.0,72.4,8835104.0,8758616.0,76850.0,65.14,0.22
124,4,11,10,1996,3.0,55442,74.0,82.9,3091559.0,1814177.0,1277457.0,80.49,1.31
125,6,4,0,1999,2.0,242795,82.0,36.0,8728584.0,7466694.0,1262200.0,119.09,0.36
128,6,4,11,1952,2.0,173185,72.0,39.6,6863464.0,1781138.0,5082400.0,282.34,1.59
129,6,4,2,1963,1.0,145341,77.0,35.9,4998015.0,1914941.0,3083154.0,177.1,1.16
130,4,10,5,1904,4.0,114297,67.0,15.2,1738724.0,854011.0,884748.0,52.94,0.43
131,6,4,11,1960,2.0,184125,89.0,43.7,8037287.0,2877207.0,5160200.0,294.12,1.53
132,6,4,0,1959,1.0,160270,79.0,35.4,5674450.0,1936530.0,3738000.0,212.02,1.27
133,4,10,5,1937,1.0,234144,82.0,31.5,7370743.0,1541206.0,5829600.0,320.35,1.34
134,4,14,2,1966,1.0,64984,76.0,41.6,2721646.0,2423136.0,298611.0,32.75,0.34
135,4,14,2,1965,1.0,67745,31.0,141.1,9560965.0,3016102.0,6544988.0,368.63,5.25
136,6,4,2,2010,2.0,367884,93.0,33.3,12263687.0,8236429.0,4027600.0,271.32,0.64
137,6,4,2,1958,1.0,46797,86.0,40.8,1911611.0,852346.0,1059300.0,62.2,1.25
138,6,4,1,1963,3.0,136188,67.0,39.9,5436057.0,2388755.0,3047400.0,178.5,1.24
140,6,4,11,2004,2.0,67371,92.0,30.8,2075833.0,1461994.0,613900.0,42.8,0.54
142,6,4,6,2010,3.0,127776,81.0,33.0,4213726.0,3615976.0,597900.0,56.96,0.32
143,4,3,6,1998,5.0,123920,82.0,72.3,8964061.0,4045691.0,4918538.0,289.43,2.2
146,4,3,7,1998,7.0,207656,77.0,75.8,10735331.0,5546361.0,5189200.0,314.26,1.4
147,6,4,0,1999,2.0,67235,85.0,35.2,2364351.0,1766824.0,597600.0,44.06,0.54
148,5,17,10,1957,2.0,85017,40.0,97.0,9146727.0,6915309.0,2231705.0,166.73,1.61
149,6,4,12,1991,3.0,58118,97.0,23.1,1362993.0,1181942.0,181100.0,17.86,0.22
150,4,3,10,1968,4.0,64893,73.0,93.3,6056481.0,2500329.0,3556255.0,206.3,3.01
151,6,4,8,1989,2.0,52792,98.0,22.1,1227290.0,1227341.0,0.0,8.56,0.06
152,6,4,5,1925,1.0,70762,95.0,41.4,2933003.0,364295.0,2568723.0,138.96,1.94
153,4,17,3,1900,3.0,56456,83.0,34.3,1527917.0,1183443.0,344523.0,26.55,0.38
158,4,3,5,2005,9.0,168449,61.0,90.9,13116256.0,6384861.0,6731660.0,402.03,2.22
159,4,10,5,1916,4.0,79600,55.0,22.4,1786986.0,1787060.0,0.0,12.46,0.06
165,2,6,2,2007,4.0,52134,85.0,23.3,1212551.0,1212601.0,0.0,8.45,0.06
168,6,4,2,1999,1.0,71714,89.0,31.0,2223321.0,1903299.0,320100.0,30.27,0.31
169,4,10,6,1991,3.0,75397,91.0,7.7,516216.0,406533.0,109700.0,8.66,0.09
172,6,4,12,2002,2.0,208981,84.0,36.2,7564604.0,4895406.0,2669400.0,175.9,0.74
173,3,8,4,1909,6.0,51976,37.0,77.8,3918038.0,1741632.0,2176478.0,127.73,2.31
174,4,4,9,1928,2.0,55653,84.0,36.1,2003474.0,10580.0,1992894.0,105.92,1.9
175,4,3,9,1931,16.0,106860,46.0,113.1,12087498.0,3788422.0,8299234.0,467.18,4.22
176,4,17,8,1972,5.0,50759,63.0,60.0,3045139.0,2556409.0,488836.0,43.78,0.65
177,4,19,9,1952,2.0,56772,49.0,41.4,2349950.0,954132.0,1395857.0,80.79,1.35
178,4,19,9,1952,3.0,103000,40.0,47.2,4864408.0,2466944.0,2397565.0,144.53,1.3
179,6,4,9,2006,3.0,269297,79.0,38.2,10281586.0,7672105.0,2609800.0,192.09,0.59
180,6,4,9,2001,3.0,75174,80.0,35.3,2654755.0,1575720.0,1079100.0,68.3,0.82
181,6,4,7,2003,3.0,75214,87.0,30.5,2295845.0,1807220.0,488700.0,38.55,0.41
182,6,4,12,2005,3.0,134918,92.0,28.0,3773040.0,2927362.0,845800.0,65.33,0.39
183,6,4,1,1991,2.0,64414,63.0,37.5,2414679.0,2414779.0,0.0,16.83,0.1
184,6,4,10,1927,3.0,92437,71.0,53.9,4986643.0,1012592.0,3974093.0,218.12,2.31
188,2,6,2,1917,4.0,56617,18.0,33.8,1912904.0,1162568.0,750385.0,47.96,0.76
189,3,8,8,2009,6.0,56745,57.0,55.1,2404644.0,1543306.0,861402.0,56.51,0.88
191,6,4,5,2007,3.0,204961,94.0,38.9,7971886.0,4796884.0,3175200.0,202.07,0.89
193,4,7,7,1927,5.0,190000,7.0,126.6,19816686.0,14760126.0,5057172.0,371.48,1.62
200,4,10,5,2008,4.0,203504,72.0,18.6,3780078.0,3780233.0,0.0,26.35,0.05
202,4,17,3,1981,4.0,79678,59.0,77.8,4829951.0,4224467.0,605658.0,61.62,0.55
203,4,5,3,1978,12.0,234000,36.0,91.0,19176010.0,18917009.0,259786.0,145.67,0.27
205,4,5,3,1989,25.0,369996,71.0,65.4,24882924.0,24883957.0,0.0,173.47,0.18
208,4,5,3,2000,23.0,747747,88.0,58.2,32141070.0,28874890.0,3267376.0,374.82,0.34
210,4,5,3,1930,17.0,204790,92.0,43.4,7546235.0,6630126.0,916385.0,94.89,0.32
211,4,17,3,1916,5.0,73399,63.0,59.4,3655453.0,3655605.0,0.0,25.48,0.13
213,4,5,3,2009,25.0,758043,96.0,42.3,24641772.0,24054476.0,588294.0,198.93,0.13
216,4,5,3,1990,16.0,480840,94.0,52.0,17653930.0,17529045.0,125615.0,128.87,0.11
219,4,17,3,1900,6.0,89355,55.0,53.1,4742636.0,4654448.0,88380.0,37.14,0.19
221,4,5,3,1929,22.0,384302,98.0,27.8,9861998.0,9862406.0,0.0,68.75,0.07
226,4,5,3,1968,8.0,157941,89.0,37.2,3157579.0,3157710.0,0.0,22.01,0.05
237,5,5,3,2003,8.0,199530,70.0,73.0,13172813.0,8654931.0,4518239.0,300.3,1.32
238,4,5,3,2006,13.0,372242,98.0,40.5,15083332.0,12287890.0,2795954.0,234.15,0.49
239,4,5,3,1909,7.0,114395,98.0,32.1,3098638.0,2067509.0,1031215.0,69.18,0.53
240,4,14,9,1978,2.0,89200,83.0,70.5,6289567.0,5649452.0,640348.0,73.39,0.55
242,4,5,9,2002,6.0,135051,92.0,42.0,4025787.0,4025754.0,200.0,28.07,0.08
243,4,5,9,2002,5.0,220649,93.0,43.2,6299357.0,6299619.0,0.0,43.92,0.08
245,4,5,3,1980,18.0,413715,82.0,66.6,23179128.0,23069718.0,110365.0,166.68,0.16
246,4,5,3,2000,11.0,381381,85.0,48.5,9796649.0,9680526.0,116524.0,73.67,0.08
247,4,5,3,1988,20.0,497513,73.0,70.5,25909504.0,25716834.0,193737.0,189.56,0.16
248,4,5,3,1979,24.0,543876,76.0,59.7,25840362.0,25841435.0,0.0,180.14,0.13
250,4,5,3,1982,6.0,396626,66.0,72.8,20630168.0,20631023.0,0.0,143.82,0.14
253,4,5,3,1984,8.0,253103,17.0,117.3,22388122.0,22389051.0,0.0,156.08,0.24
254,4,18,10,1956,1.0,60880,60.0,216.0,13320624.0,8216324.0,5104640.0,328.38,4.81
257,4,10,5,1977,1.0,128800,97.0,14.5,1869575.0,365596.0,1503994.0,82.43,0.63
264,4,9,5,1970,1.0,88400,11.0,71.3,6471427.0,4324760.0,2146845.0,144.17,1.42
265,4,10,10,1960,1.0,52311,93.0,21.8,1113488.0,74704.0,1038787.0,55.69,1.06
267,4,5,6,2001,5.0,176532,44.0,65.2,6743116.0,6743395.0,0.0,47.01,0.1
268,4,10,0,1973,1.0,52500,4.0,61.8,3415305.0,2558960.0,856451.0,63.32,1.0
269,4,10,0,1959,2.0,57300,54.0,79.4,4547379.0,1902611.0,2644846.0,153.73,2.54
270,4,5,3,1916,6.0,350310,89.0,54.7,18586464.0,16281897.0,0.0,113.5,0.12
272,4,17,3,1906,6.0,98370,45.0,66.3,6525887.0,6488262.0,37893.0,47.24,0.2
276,4,14,3,1914,4.0,79957,34.0,86.8,5680701.0,5680936.0,0.0,39.6,0.19
278,4,5,3,1983,29.0,500000,89.0,45.0,19150024.0,19150819.0,0.0,133.5,0.1
280,4,5,3,1984,6.0,109830,40.0,84.3,7456330.0,7456638.0,0.0,51.98,0.18
283,4,17,3,1920,8.0,60660,35.0,62.1,2876857.0,2876976.0,0.0,20.06,0.13
287,4,17,3,1906,4.0,63540,57.0,70.5,3999310.0,3023613.0,975823.0,72.9,0.94
288,4,5,3,1927,10.0,130893,72.0,61.8,7524880.0,7525192.0,0.0,52.46,0.15
295,4,5,3,1971,21.0,456304,74.0,57.1,19594950.0,19595766.0,0.0,136.6,0.11
296,4,5,3,1986,12.0,115857,74.0,52.6,5543575.0,5543805.0,0.0,38.65,0.13
297,4,17,3,1999,4.0,87500,82.0,54.7,3925806.0,3925969.0,0.0,27.37,0.12
298,4,5,3,1998,11.0,374405,77.0,61.9,11924933.0,11925428.0,0.0,83.13,0.09
301,4,17,3,1925,4.0,52800,77.0,52.5,2721954.0,1991764.0,730272.0,52.67,0.84
308,4,7,4,1992,14.0,690158,68.0,69.7,18841144.0,18841928.0,0.0,131.35,0.07
311,4,3,6,1979,5.0,109017,27.0,91.9,10018321.0,6108477.0,3910096.0,250.25,2.05
312,4,5,6,1947,4.0,193788,59.0,105.8,16760217.0,16760914.0,0.0,116.84,0.23
313,4,5,7,1981,5.0,275734,67.0,83.7,19344782.0,19345584.0,0.0,134.86,0.19
314,4,10,5,2001,1.0,123061,61.0,15.5,1912690.0,1912769.0,0.0,13.33,0.04
315,4,0,5,1963,1.0,59090,36.0,51.4,3037572.0,623427.0,2414170.0,132.56,2.2
316,4,10,5,1963,1.0,106000,74.0,12.8,1358022.0,1358078.0,0.0,9.47,0.03
317,4,5,6,1962,3.0,142364,25.0,114.1,16628372.0,15025980.0,1603016.0,189.88,0.88
318,4,0,5,1960,1.0,119661,98.0,5.3,624180.0,621252.0,2953.0,4.49,0.02
319,4,5,6,2001,7.0,139200,74.0,59.0,4842910.0,4843112.0,0.0,33.76,0.09
321,4,5,7,1996,5.0,213283,76.0,60.5,6388260.0,6388525.0,0.0,44.54,0.08
322,4,5,6,2001,3.0,103697,1.0,242.5,15324777.0,8496089.0,6829040.0,421.92,3.72
323,4,17,8,1974,5.0,74880,68.0,61.7,4428557.0,4428741.0,0.0,30.87,0.16
324,4,17,8,1979,6.0,88774,52.0,71.0,6057734.0,6057984.0,0.0,42.23,0.18
325,4,5,8,1983,5.0,122250,91.0,47.3,6022054.0,6022304.0,0.0,41.98,0.13
326,4,17,8,1979,4.0,53730,18.0,90.1,4843538.0,4843740.0,0.0,33.77,0.24
327,4,17,2,1960,3.0,55593,57.0,73.7,4099807.0,2801202.0,1298721.0,88.5,1.38
328,4,5,6,1982,4.0,134056,55.0,64.7,4664399.0,4664592.0,0.0,32.52,0.09
329,4,14,5,2005,1.0,158415,23.0,147.5,23364636.0,16609394.0,6755932.0,474.59,2.54
332,4,14,0,1999,1.0,164437,61.0,105.4,18622292.0,14400705.0,4222185.0,324.63,1.6
333,4,5,6,2009,5.0,184482,95.0,48.7,5820965.0,5808557.0,12648.0,41.16,0.09
336,4,5,6,2004,6.0,139282,74.0,60.7,5266498.0,5266716.0,0.0,36.71,0.1
337,4,5,6,2009,5.0,271071,96.0,42.7,7905095.0,7755839.0,149578.0,62.01,0.11
338,4,10,6,1914,5.0,127800,51.0,23.9,3060149.0,2707261.0,353000.0,37.62,0.2
339,4,5,6,2002,5.0,560516,68.0,82.4,30710500.0,21772105.0,8939298.0,626.54,0.95
340,4,5,6,2001,6.0,226592,49.0,89.7,11797448.0,11739695.0,58240.0,84.93,0.15
343,4,5,6,2006,4.0,209816,95.0,54.4,7380088.0,5725946.0,1654379.0,127.78,0.49
344,4,5,6,2006,6.0,303103,94.0,47.1,8690179.0,8368711.0,321814.0,75.43,0.13
345,4,9,6,1954,3.0,67380,65.0,40.4,2654804.0,1612512.0,1042359.0,66.6,0.89
348,4,17,7,1974,5.0,88062,81.0,49.3,3316933.0,3317070.0,0.0,23.12,0.1
349,4,17,7,1972,5.0,87178,71.0,53.9,3693616.0,3693770.0,0.0,25.75,0.11
350,4,17,7,1970,5.0,87178,86.0,51.4,3594908.0,3595056.0,0.0,25.06,0.11
351,4,17,7,1985,4.0,86995,78.0,54.3,3158743.0,3158874.0,0.0,22.02,0.1
352,4,17,7,1971,5.0,88000,77.0,44.1,3132453.0,3132583.0,0.0,21.84,0.1
353,4,7,9,1988,4.0,196749,6.0,177.6,19236770.0,11456788.0,7780457.0,493.09,2.26
354,4,7,9,1994,4.0,191276,16.0,97.2,9329202.0,8894054.0,435515.0,85.13,0.25
356,4,10,12,1997,4.0,98475,81.0,11.0,1082531.0,782663.0,299900.0,21.38,0.18
358,4,17,5,2008,3.0,76598,76.0,81.1,4476997.0,2234200.0,2242889.0,134.69,1.63
359,4,14,8,1995,2.0,244529,57.0,114.4,14583160.0,10473988.0,4109607.0,291.28,1.01
360,4,18,5,2008,1.0,63225,100.0,104.7,6619941.0,6620217.0,0.0,46.15,0.28
362,4,10,5,1999,1.0,243044,99.0,9.0,2512319.0,861801.0,1650554.0,93.67,0.37
365,4,14,10,1997,1.0,131387,82.0,67.3,7261732.0,6472932.0,789069.0,87.03,0.45
366,4,10,10,1999,3.0,94400,34.0,13.2,884314.0,700543.0,183800.0,14.65,0.12
368,4,11,10,1984,1.0,144776,57.0,90.8,13146645.0,10138674.0,3008393.0,230.45,1.29
369,4,14,10,1967,1.0,114000,96.0,100.9,11511880.0,6201093.0,5311044.0,325.3,2.62
370,4,18,10,1997,1.0,50083,78.0,172.0,8611054.0,6561627.0,2049700.0,154.6,2.52
371,4,5,6,1988,3.0,124071,77.0,49.1,4734631.0,4734548.0,279.0,33.02,0.1
372,4,17,6,2000,4.0,90000,82.0,45.0,4045980.0,4046148.0,0.0,28.21,0.12
373,4,17,6,2001,3.0,96041,69.0,87.9,5471735.0,5471963.0,0.0,38.15,0.15
375,4,5,6,1999,4.0,243334,76.0,74.3,10328702.0,9766334.0,562773.0,97.97,0.23
377,4,5,5,1982,5.0,390295,95.0,32.3,7838600.0,7838925.0,0.0,54.65,0.05
378,4,10,5,1967,2.0,90000,89.0,14.1,1272814.0,1134627.0,138234.0,15.25,0.12
381,4,10,0,1941,2.0,63240,100.0,2.9,183521.0,91177.0,92348.0,5.54,0.08
384,4,10,7,1997,4.0,106041,93.0,10.5,1118392.0,770699.0,347725.0,23.84,0.19
386,4,5,3,2002,10.0,181694,86.0,51.9,8070420.0,8070756.0,0.0,56.26,0.12
387,4,14,9,1987,2.0,69492,100.0,5.9,408513.0,408530.0,0.0,2.85,0.02
388,4,10,5,1966,1.0,22780,30.0,18.8,427697.0,427715.0,0.0,2.98,0.05
389,4,0,5,1967,1.0,124472,92.0,19.7,2457017.0,725614.0,1731432.0,97.01,0.75
390,4,0,5,1967,1.0,50065,71.0,29.4,1465535.0,834114.0,631456.0,39.35,0.71
391,4,0,5,1969,1.0,57540,29.0,32.7,1878979.0,1510598.0,368443.0,30.1,0.41
392,4,10,5,1966,1.0,85400,47.0,18.7,1593187.0,1593253.0,0.0,11.11,0.05
393,4,10,5,1966,1.0,55700,62.0,9.6,533078.0,533100.0,0.0,3.72,0.03
394,4,17,5,1964,1.0,53250,92.0,41.6,2196718.0,1125340.0,1071424.0,64.75,1.13
396,4,10,10,1986,3.0,64660,88.0,5.3,340270.0,248981.0,91300.0,6.58,0.09
398,4,0,5,1968,1.0,161678,27.0,53.1,9245102.0,6430979.0,2814388.0,194.3,1.03
400,4,0,5,1980,1.0,52613,77.0,18.9,992738.0,513849.0,478910.0,29.02,0.51
404,4,18,8,1980,1.0,58480,39.0,262.0,11639369.0,6285540.0,5354091.0,328.17,5.15
405,4,5,6,1981,4.0,186971,86.0,67.7,12662456.0,9657951.0,3004906.0,226.92,0.99
407,4,5,6,2005,6.0,336700,94.0,48.6,9697866.0,9698269.0,0.0,67.61,0.08
408,4,14,6,1996,4.0,270723,40.0,101.4,10020111.0,7537824.0,2482600.0,184.4,0.56
409,4,17,1,1914,2.0,62220,33.0,86.7,5375518.0,5362730.0,13009.0,38.08,0.24
410,4,17,5,1970,1.0,65430,92.0,41.5,2855545.0,1625316.0,1230296.0,76.67,1.06
411,4,5,9,2006,3.0,102290,28.0,70.7,5917000.0,5775674.0,141566.0,47.78,0.22
413,4,10,5,1991,2.0,323916,81.0,34.9,11289052.0,5086203.0,6203058.0,364.9,1.06
414,4,5,5,1932,14.0,304052,86.0,52.3,15843743.0,14232265.0,1612071.0,184.83,0.41
415,4,17,6,1978,4.0,85385,77.0,92.4,4904803.0,4905005.0,0.0,34.19,0.15
416,4,0,5,1989,2.0,98024,77.0,33.1,3228330.0,2178171.0,1050250.0,70.96,0.63
418,4,5,6,1990,5.0,144573,56.0,69.1,5424718.0,5424944.0,0.0,37.82,0.1
419,4,14,8,1950,2.0,302812,97.0,23.6,7133767.0,5702886.0,1431117.0,115.76,0.3
420,4,17,10,1974,5.0,86400,57.0,107.5,8404370.0,4053774.0,4350763.0,259.33,2.8
422,4,17,10,1981,6.0,86483,50.0,78.6,6796335.0,6796618.0,0.0,47.38,0.21
423,4,0,2,1976,1.0,51600,82.0,19.6,1012341.0,697863.0,314506.0,21.57,0.36
424,4,10,2,1968,1.0,140520,73.0,12.4,1738376.0,1081918.0,656503.0,42.41,0.27
429,4,10,5,1980,1.0,50417,59.0,21.0,1060850.0,340157.0,720707.0,40.65,0.78
430,4,7,10,1961,3.0,133298,34.0,111.7,14886199.0,10787121.0,4099525.0,292.92,1.85
431,4,14,8,1965,2.0,168619,76.0,38.0,6576563.0,5648913.0,927884.0,88.66,0.38
433,4,5,6,2000,4.0,160777,88.0,67.2,6991476.0,6991765.0,0.0,48.74,0.12
434,4,10,5,1969,2.0,104786,92.0,9.2,960753.0,717192.0,243591.0,17.94,0.14
437,4,17,5,1948,1.0,53620,88.0,37.3,1998767.0,1832760.0,166083.0,21.6,0.26
438,4,17,5,1938,1.0,50008,57.0,67.5,3373582.0,2446084.0,927600.0,66.32,1.12
439,4,5,7,2009,4.0,291176,99.0,31.2,6083307.0,6083558.0,0.0,42.41,0.06
440,4,10,5,1957,1.0,50832,52.0,52.5,2666634.0,786893.0,1879773.0,105.32,2.01
441,4,12,5,1971,1.0,76354,63.0,47.9,3022275.0,3003970.0,18430.0,21.92,0.12
442,4,10,5,1956,1.0,98480,67.0,28.4,2792236.0,2322387.0,469946.0,41.15,0.32
443,4,9,6,1904,2.0,53002,82.0,58.6,3129811.0,2526127.0,603788.0,49.68,0.73
446,4,5,6,1971,11.0,124721,56.0,111.9,13951571.0,8256543.0,5695371.0,360.04,2.6
447,4,17,6,1970,7.0,94002,62.0,72.8,6832991.0,6833274.0,0.0,47.64,0.19
448,4,10,5,1974,1.0,93020,61.0,13.2,1226435.0,1226486.0,0.0,8.55,0.04
449,4,18,11,2002,1.0,61053,33.0,246.9,13440924.0,8499577.0,4941700.0,321.71,4.67
450,4,5,3,1913,7.0,154159,100.0,10.3,1990444.0,1665232.0,325281.0,28.88,0.14
451,4,17,3,1904,5.0,78920,95.0,30.4,1992690.0,1980139.0,0.0,13.8,0.07
452,4,17,3,1906,7.0,99440,59.0,77.2,6863561.0,5069777.0,1793993.0,130.62,1.09
453,4,17,3,1907,6.0,73260,84.0,42.9,2742111.0,2742225.0,0.0,19.12,0.1
455,4,17,3,1900,4.0,84750,95.0,34.0,2392466.0,2062846.0,329706.0,31.89,0.27
459,4,17,3,1909,6.0,73470,83.0,48.8,3226884.0,3227018.0,0.0,22.5,0.12
461,4,9,5,1910,3.0,56700,38.0,40.8,2314835.0,2023716.0,291203.0,29.57,0.37
462,4,10,5,1922,1.0,82852,86.0,25.7,2101376.0,898003.0,1203410.0,70.17,0.8
464,4,0,5,1962,2.0,92792,57.0,30.4,3002991.0,1984226.0,1018847.0,67.94,0.64
466,4,5,5,1900,4.0,129000,85.0,38.0,3983784.0,3983948.0,0.0,27.77,0.08
467,4,10,5,1954,1.0,78814,87.0,7.9,620483.0,399918.0,220582.0,14.5,0.16
469,4,0,5,1910,6.0,75600,29.0,34.2,2103276.0,2103363.0,0.0,14.66,0.07
471,4,17,3,1904,4.0,66842,34.0,86.1,4618360.0,3686509.0,932005.0,75.2,0.89
472,4,17,3,1909,6.0,75288,78.0,45.9,2996502.0,2996261.0,365.0,20.91,0.11
473,4,5,3,1904,7.0,184322,75.0,56.0,10317852.0,10318279.0,0.0,71.93,0.15
474,4,5,3,2009,7.0,287853,33.0,99.4,28433056.0,28341576.0,92656.0,202.49,0.28
475,4,17,5,1914,2.0,64512,49.0,97.7,6155789.0,3128812.0,3027106.0,182.58,2.62
